2900000849785,Yes
2900000852525,No
2900000855502,No
2900000863286,No
2900000864498,Yes
2900000870994,No
2900000874145,No
2900000874930,Yes
2900000880467,No
2900000883475,Yes
2900000883819,No
2900000884007,No
2900000934474,Yes
2900000936997,Yes
2900000941830,No
2900001047739,Yes
2900001050364,No
2900001050500,Yes
2900001050791,No
2900001053938,No
2900001067881,Yes
2900001067911,Yes
2900001068499,Yes
2900001068833,Yes
2900001078658,Yes
2900001090605,Yes
2900001092012,Yes
2900001093019,No
2900001094702,No
2900001095952,Yes
2900001109598,No
2900001137843,No
2900001157902,Yes
2900001211239,No
2900001211321,No
2900001215688,No
2900001216616,Yes
2900001220255,No
2900001222099,Yes
2900001234399,Yes
2900001238632,Yes
2900001240246,No
2900001255080,Yes
2900001270014,No
2900001270199,Yes
2900001270205,No
2900001309639,No
2900001355049,No
2900001398121,Yes
2900001413886,No
2900001419826,Yes
2900001421652,Yes
2900001423069,No
2900001432658,Yes
2900001432672,No
2900001435116,No
2900001436366,No
2900001436410,No
2900001436700,No
2900001437165,No
2900001437424,No
2900001451932,No
2900001452366,Yes
2900001462648,No
2900001463379,No
2900001465816,No
2900001465960,Yes
2900001466509,No
2900001467353,No
2900001497336,Yes
2900001509459,Yes
2900001538596,Yes
2900001540117,Yes
2900001540971,No
2900001550246,Yes
2900001559720,No
2900001568630,Yes
2900001575201,No
2900001578363,Yes
2900001582933,No
2900001645768,Yes
2900001661508,Yes
2900001663823,Yes
2900001668996,No
2900001671408,Yes
2900001684507,No
2900002532630,No
2900002542837,No
2900002548457,No
2900002701746,No
2900002927733,No
2900002930092,Yes
2900002932416,Yes
2900002932614,No
2900002933024,No
2900002933918,Yes
2900002934304,Yes
2900002934342,Yes
2900002934762,No
2900002934892,Yes
2900002934915,No
2900002936520,Yes
2900002936940,Yes
2900002937428,Yes
2900002937503,Yes
2900002944402,Yes
2900002944471,Yes
2900002944495,Yes
2900002969559,Yes
2900003105154,Yes
2900003105161,No
2900003106281,Yes
2900003106502,Yes
2900003107363,No
2900003108773,Yes
2900003110479,Yes
2900003114002,No
2900003114170,Yes
2900003114613,Yes
2900003115009,Yes
2900003116341,No
2900003116822,No
2900003117386,No
2900003120607,Yes
2900003122076,No
2900003123479,No
6222021615010082737,Yes
6227002180921663895,No
781924,No
